Name,Occupation,URL
Jean-Marie Borzeix,Journaliste,https://www.whoswho.fr/bio/jean-marie-borzeix_20354
François Hollande,"Magistrat à la Cour des comptes (E.R.), Ancien président de la République française",https://www.whoswho.fr/bio/francois-hollande_20340
Jean-François Lepetit,Administrateur de banque,https://www.whoswho.fr/bio/jean-francois-lepetit_20363
Olivier Appert,Ingénieur,https://www.whoswho.fr/bio/olivier-appert_20353
Véronique de Chantérac-Lamielle,Juriste,https://www.whoswho.fr/bio/veronique-de-chanterac-lamielle_20355
Angelo Parisi,"Sportif, Ancien conseiller technique et pédagogique, Champion olympique",https://www.whoswho.fr/bio/angelo-parisi_20367
Jean-Cyril Spinetta,Président de compagnie aérienne,https://www.whoswho.fr/bio/jean-cyril-spinetta_20349
Bernard Hagelsteen,Préfet,https://www.whoswho.fr/bio/bernard-hagelsteen_20360
Danièle Thompson,"Scénariste, Dialoguiste et Réalisatrice de films",https://www.whoswho.fr/bio/daniele-thompson_20390
Marin Karmitz,"Cinéaste, Producteur de films",https://www.whoswho.fr/bio/marin-karmitz_20382
François Blanchard,Ingénieur des ponts et chaussées,https://www.whoswho.fr/bio/francois-blanchard_20394
Yves Wilmots,Administrateur de société,https://www.whoswho.fr/bio/yves-wilmots_20372
Jean Nouvel,Architecte,https://www.whoswho.fr/bio/jean-nouvel_20403
Emeric Portier,Expert joaillier,https://www.whoswho.fr/bio/emeric-portier_24913
José Frèches,"Président de sociétés,  Ecrivain",https://www.whoswho.fr/bio/jose-freches_20397
Jean-Yves Helmer,"Ingénieur en chef des mines, Directeur de société",https://www.whoswho.fr/bio/jean-yves-helmer_20399
Olivier Schrameck,"Conseiller d'Etat, Professeur",https://www.whoswho.fr/bio/olivier-schrameck_20406
Jacques Espinasse,Directeur de sociétés,https://www.whoswho.fr/bio/jacques-espinasse_20414
Patrick Lucas,Courtier d´assurances,https://www.whoswho.fr/bio/patrick-lucas_20401
Jean Solanet,Président de sociétés,https://www.whoswho.fr/bio/jean-solanet_24918
Jacques Weber,Comédien,https://www.whoswho.fr/bio/jacques-weber_20426
Marc Soustrot,Chef d´orchestre,https://www.whoswho.fr/bio/marc-soustrot_24925
Pierre-Henri Arnstam,Journaliste,https://www.whoswho.fr/bio/pierre-henri-arnstam_20443
Philippe Brizon,Président de société,https://www.whoswho.fr/bio/philippe-brizon_20428
Nicole Calfan,Comédienne,https://www.whoswho.fr/bio/nicole-calfan_25057
Jean-Paul Foucault,"Avocat, Commissaire aux comptes",https://www.whoswho.fr/bio/jean-paul-foucault_20478
Serge Trigano,Président de société,https://www.whoswho.fr/bio/serge-trigano_25019
Manuel Legris,Artiste chorégraphique,https://www.whoswho.fr/bio/manuel-legris_25165
Emmanuel Harlé,Président de sociétés,https://www.whoswho.fr/bio/emmanuel-harle_25074
Henri Paul,"Magistrat à la Cour des comptes, Diplomate, Avocat",https://www.whoswho.fr/bio/henri-paul_20484
Philippe Boisse,"Médecin, Sportif",https://www.whoswho.fr/bio/philippe-boisse_20459
Olivier Dutheillet de Lamothe,Membre du Conseil d'Etat,https://www.whoswho.fr/bio/olivier-dutheillet-de-lamothe_20477
Jean-Charles Charpentier,Banquier,https://www.whoswho.fr/bio/jean-charles-charpentier_20476
François Labadens,Ingénieur,https://www.whoswho.fr/bio/francois-labadens_25112
Emmanuel Duret,Magistrat à la Cour des comptes,https://www.whoswho.fr/bio/emmanuel-duret_20548
Philippe-Victoire de Vilmorin,Architecte,https://www.whoswho.fr/bio/philippe-victoire-de-vilmorin_20502
Yves Laurin,Avocat,https://www.whoswho.fr/bio/yves-laurin_25134
Jacques Biot,Ingénieur en chef des mines,https://www.whoswho.fr/bio/jacques-biot_20503
Jean-Claude Lartigau,"Général d´armée aérienne (C.R.), Directeur de société",https://www.whoswho.fr/bio/jean-claude-lartigau_25179
Pierre-André de Chalendar,"Inspecteur des finances, Président de société",https://www.whoswho.fr/bio/pierre-andre-de-chalendar_20481
Jean-Luc Videlaine,Préfet,https://www.whoswho.fr/bio/jean-luc-videlaine_20487
Christian de Portzamparc,"Architecte, Professeur au Collège de France",https://www.whoswho.fr/bio/christian-de-portzamparc_20555
Claude Trupin,Magistrat à la Cour des comptes,https://www.whoswho.fr/bio/claude-trupin_20539
Brigitte Deydier,Sportive,https://www.whoswho.fr/bio/brigitte-deydier_20519
Christian Tardivon,Contrôleur général économique et financier honoraire,https://www.whoswho.fr/bio/christian-tardivon_20558
Yvon Robert,"Administrateur civil, Homme politique",https://www.whoswho.fr/bio/yvon-robert_20541
Jean-Marc Sauvé,"Vice-président honoraire du Conseil d´Etat, Président de fondations",https://www.whoswho.fr/bio/jean-marc-sauve_20557
Alain Juillet,Conseiller,https://www.whoswho.fr/bio/alain-juillet_20552
François Feuillet,Président de sociétés,https://www.whoswho.fr/bio/francois-feuillet_20579
Henri Ciriani,"Architecte, Universitaire",https://www.whoswho.fr/bio/henri-ciriani_20562
Gérard Rameix,Magistrat à la Cour des comptes (E.R.),https://www.whoswho.fr/bio/gerard-rameix_20600
Stéphane Magnan,Président de société,https://www.whoswho.fr/bio/stephane-magnan_20583
Jean-Claude Latombe,"Ingénieur, Universitaire",https://www.whoswho.fr/bio/jean-claude-latombe_25183
Popy Moreni,Créatrice de mode,https://www.whoswho.fr/bio/popy-moreni_25209
Bruno Masure,Journaliste,https://www.whoswho.fr/bio/bruno-masure_25192
François Vaugelas,Directeur de société,https://www.whoswho.fr/bio/francois-vaugelas_20642
Charles Villeneuve,"pseudo. de LEROY (Charles, Emile, Edmond), Journaliste",https://www.whoswho.fr/bio/charles-villeneuve_20616
Henri de Castries,Président de société d'assurances,https://www.whoswho.fr/bio/henri-de-castries_20632
Pierre Jullien,Président de sociétés,https://www.whoswho.fr/bio/pierre-jullien_20623
Daniel Bellanger,"Président de société, Responsable d'organismes professionnels",https://www.whoswho.fr/bio/daniel-bellanger_20617
Adrien Maeght,"Directeur de galerie d´art, Editeur",https://www.whoswho.fr/bio/adrien-maeght_20664
Dominique Jamet,"Journaliste, Ecrivain",https://www.whoswho.fr/bio/dominique-jamet_20636
Jean de Ponton d'Amécourt,"Diplomate (E.R.), Président de société",https://www.whoswho.fr/bio/jean-de-ponton-d-amecourt_25193
Paul-Hervé Vintrou,Coach,https://www.whoswho.fr/bio/paul-herve-vintrou_20629
William Marois,"Universitaire, recteur de l'académie de Nantes",https://www.whoswho.fr/bio/william-marois_25189
Jacques Favillier,Président de banque,https://www.whoswho.fr/bio/jacques-favillier_20660
Françoise de Panafieu,Femme politique,https://www.whoswho.fr/bio/francoise-de-panafieu_20665
Bertrand Visage,"Ecrivain, Editeur",https://www.whoswho.fr/bio/bertrand-visage_20655
Thierry Marraud,Administrateur de société,https://www.whoswho.fr/bio/thierry-marraud_25188
Edgar Morin,"Sociologue, Ecrivain",https://www.whoswho.fr/bio/edgar-morin_25207
Jean-Michel Fauve,Ingénieur,https://www.whoswho.fr/bio/jean-michel-fauve_20687
Bruno Racine,"Responsable culturel, Magistrat honoraire à la Cour des comptes, Ecrivain",https://www.whoswho.fr/bio/bruno-racine_20666
Françoise Morasso,Animatrice radio,https://www.whoswho.fr/bio/francoise-morasso_25205
Noëlle Lenoir-Fréaud,"Membre honoraire du Conseil d'Etat, Membre honoraire du Conseil constitutionnel, Avocate Femme politique",https://www.whoswho.fr/bio/noelle-lenoir-freaud_20637
Philippe Taquet,"Paléontologue, Membre de l'Institut",https://www.whoswho.fr/bio/philippe-taquet_20682
Jean-Claude Noël,Consultant,https://www.whoswho.fr/bio/jean-claude-noel_25214
Guillaume Pepy,"Président de société, Membre du Conseil d´Etat",https://www.whoswho.fr/bio/guillaume-pepy_25224
Jean-Marie Messier,"Inspecteur des finances, Président de société",https://www.whoswho.fr/bio/jean-marie-messier_20703
Guillaume Franck,"Professeur d´établissement d´enseignement supérieur, Conseil de direction",https://www.whoswho.fr/bio/guillaume-franck_20699
Frédéric Sichler,Président de société,https://www.whoswho.fr/bio/frederic-sichler_20694
Sophie de Menthon,Présidente de sociétés,https://www.whoswho.fr/bio/sophie-de-menthon_20715
Viviane de Witt,Président de société,https://www.whoswho.fr/bio/viviane-de-witt_20713
Thierry Salmona,Directeur de société,https://www.whoswho.fr/bio/thierry-salmona_20706
Alain Dumait,Directeur de journal,https://www.whoswho.fr/bio/alain-dumait_20723
Gilles de Fouquières,Ingénieur,https://www.whoswho.fr/bio/gilles-de-fouquieres_20724
Edmond Jouve,Universitaire,https://www.whoswho.fr/bio/edmond-jouve_20752
Jean Schéré,Universitaire,https://www.whoswho.fr/bio/jean-schere_20718
Jean-Louis Flageul,Président de société,https://www.whoswho.fr/bio/jean-louis-flageul_20750
Vincent Debré,Président de société,https://www.whoswho.fr/bio/vincent-debre_20736
Philippe Pascal,Industriel,https://www.whoswho.fr/bio/philippe-pascal_20754
Claire Bazy-Malaurie,"Magistrat à la Cour des comptes (E.R.), Ancien membre du Conseil constitutionnel",https://www.whoswho.fr/bio/claire-bazy-malaurie_20759
Didier Maitret,Président de société,https://www.whoswho.fr/bio/didier-maitret_25246
Jean-Paul Pothet,Ingénieur,https://www.whoswho.fr/bio/jean-paul-pothet_25233
Yves Lévêque,Artiste peintre,https://www.whoswho.fr/bio/yves-leveque_20753
Philippe Bélaval,Membre du Conseil d´Etat,https://www.whoswho.fr/bio/philippe-belaval_20806
Jean-François Debrois,Ancien président de compagnie d´assurances,https://www.whoswho.fr/bio/jean-francois-debrois_20761
Paul-Marie Falcone,"Membre du Conseil d´Etat, Avocat",https://www.whoswho.fr/bio/paul-marie-falcone_25240
Dominique Demangel,Administratrice générale des finances publiques honoraire,https://www.whoswho.fr/bio/dominique-demangel_20797
Jacqueline Aglietta,Président de société,https://www.whoswho.fr/bio/jacqueline-aglietta_20794
Lionel Péan,Navigateur,https://www.whoswho.fr/bio/lionel-pean_25254
Benoît Aucouturier,Administrateur de sociétés,https://www.whoswho.fr/bio/benoit-aucouturier_20782
Jean Péra,Ingénieur général des ponts et chaussées honoraire,https://www.whoswho.fr/bio/jean-pera_20767
Didier Fauchier-Magnan,Dirigeant de société de gestion,https://www.whoswho.fr/bio/didier-fauchier-magnan_20808
Pierre Fleuriot,Président de société,https://www.whoswho.fr/bio/pierre-fleuriot_20831
Didier Griffe,"Ancien commissaire-priseur, Expert honoraire près les tribunaux",https://www.whoswho.fr/bio/didier-griffe_20821
Philippe Manoury,Compositeur de musique,https://www.whoswho.fr/bio/philippe-manoury_25270
Régis Pasquier,Violoniste,https://www.whoswho.fr/bio/regis-pasquier_25261
Philippe de Panafieu,Ingénieur,https://www.whoswho.fr/bio/philippe-de-panafieu_20812
Pierre Pringuet,"Ingénieur en chef des mines, Dirigeant de société",https://www.whoswho.fr/bio/pierre-pringuet_20790
Paul Chemetov,Architecte,https://www.whoswho.fr/bio/paul-chemetov_20796
Philippe Mondan,Directeur de société,https://www.whoswho.fr/bio/philippe-mondan_25279
Henri Stouff,"Ingénieur, Président de sociétés",https://www.whoswho.fr/bio/henri-stouff_20837
Alain Mamou-Mani,Auteur,https://www.whoswho.fr/bio/alain-mamou-mani_25266
Luc Alexandre,Consultant,https://www.whoswho.fr/bio/luc-alexandre_20827
Thierry Bert,Inspecteur général des finances,https://www.whoswho.fr/bio/thierry-bert_20839
Noël Mamère,"Journaliste, Homme politique",https://www.whoswho.fr/bio/noel-mamere_25265
Richard Ducousset,Editeur,https://www.whoswho.fr/bio/richard-ducousset_20841
Bertrand de Buffévent,Directeur de banque,https://www.whoswho.fr/bio/bertrand-de-buffevent_20828
Gérard Jean,Publicitaire,https://www.whoswho.fr/bio/gerard-jean_25283
Alain Bensoussan,"Ingénieur, Universitaire, Membre de l'Institut",https://www.whoswho.fr/bio/alain-bensoussan_20849
Christian Gelpi,Assureur-conseil,https://www.whoswho.fr/bio/christian-gelpi_20852
Philippe de La Cotardière,Ecrivain et Journaliste scientifique,https://www.whoswho.fr/bio/philippe-de-la-cotardiere_20863
François-Xavier Poels,Président de société,https://www.whoswho.fr/bio/francois-xavier-poels_20891
Christian Ginolhac,Président de société,https://www.whoswho.fr/bio/christian-ginolhac_20862
Victor Convert,Préfet honoraire,https://www.whoswho.fr/bio/victor-convert_20860
Jacques Batail,"Ingénieur général des mines, Chef de mission de contrôle général (E.R.)",https://www.whoswho.fr/bio/jacques-batail_20886
Pascal Lamy,"Inspecteur général des finances, Ancien directeur d'organisation internationale",https://www.whoswho.fr/bio/pascal-lamy_20907
Pierre Richard,Préfet honoraire,https://www.whoswho.fr/bio/pierre-richard_20936
Jacques Grange,"Décorateur, Architecte d'intérieur",https://www.whoswho.fr/bio/jacques-grange_20897
René Collet,Conseil en communication,https://www.whoswho.fr/bio/rene-collet_20930
Alain Monod,Avocat au Conseil d'Etat et à la Cour de cassation honoraire,https://www.whoswho.fr/bio/alain-monod_25313
Augustin Dumay,Violoniste,https://www.whoswho.fr/bio/augustin-dumay_20940
Gilles Pinoncély,Gérant de société,https://www.whoswho.fr/bio/gilles-pinoncely_20971
Didier Linotte,Universitaire,https://www.whoswho.fr/bio/didier-linotte_25318
Geoffroy Pinoncély,Président et Administrateur de sociétés,https://www.whoswho.fr/bio/geoffroy-pinoncely_20962
Christian Giacomotto,Président de banque,https://www.whoswho.fr/bio/christian-giacomotto_20968
Philippe Poupon,Navigateur,https://www.whoswho.fr/bio/philippe-poupon_25299
Stéphane Lissner,Directeur de théâtre,https://www.whoswho.fr/bio/stephane-lissner_25317
Laurent Lévi-Strauss,Directeur de publication,https://www.whoswho.fr/bio/laurent-levi-strauss_20987
Philip Dane,Inspecteur général des finances honoraire,https://www.whoswho.fr/bio/philip-dane_21012
Edouard Pellet,Journaliste,https://www.whoswho.fr/bio/edouard-pellet_25329
Hugues de Roquette-Buisson,Directeur de compagnie d'assurances,https://www.whoswho.fr/bio/hugues-de-roquette-buisson_20990
Pierre Cohen-Tanugi,Coach de dirigeants,https://www.whoswho.fr/bio/pierre-cohen-tanugi_20966
Emmanuel Pinda,"Sportif, Karatéka",https://www.whoswho.fr/bio/emmanuel-pinda_20998
Jean-Paul Cluzel,Inspecteur général des finances honoraire,https://www.whoswho.fr/bio/jean-paul-cluzel_21044
Jean-Louis Bouchard,Président de société,https://www.whoswho.fr/bio/jean-louis-bouchard_25340
Philippe Ménard,Universitaire,https://www.whoswho.fr/bio/philippe-menard_21015
Jacques Potdevin,"Expert-comptable, Commissaire aux comptes",https://www.whoswho.fr/bio/jacques-potdevin_21024
Michel Leeb,Artiste interprète,https://www.whoswho.fr/bio/michel-leeb_25335
Antoine Durrleman,Président de chambre honoraire à la Cour des comptes,https://www.whoswho.fr/bio/antoine-durrleman_21045
Paul Lederman,"Imprésario, Producteur audiovisuel",https://www.whoswho.fr/bio/paul-lederman_25334
Jean-Etienne Cohen-Séat,Editeur,https://www.whoswho.fr/bio/jean-etienne-cohen-seat_21028
Charles de La Verpillière,"Membre honoraire du Conseil d’Etat, Homme politique",https://www.whoswho.fr/bio/charles-de-la-verpilliere_21031
Angelo Rinaldi,"Ecrivain, Critique littéraire, Membre de l'Académie française",https://www.whoswho.fr/bio/angelo-rinaldi_25342
Thierry Mollet-Viéville,Avocat,https://www.whoswho.fr/bio/thierry-mollet-vieville_21032
Jean-Marie Laborde,Directeur de société,https://www.whoswho.fr/bio/jean-marie-laborde_21014
Joël Bouzou,Président d'organisation internationale,https://www.whoswho.fr/bio/joel-bouzou_25344
François Lemarchand,Président de société,https://www.whoswho.fr/bio/francois-lemarchand_21055
Jean-Yves Bloquert,Président de société,https://www.whoswho.fr/bio/jean-yves-bloquert_21059
Gabriel Bianciotto,Universitaire,https://www.whoswho.fr/bio/gabriel-bianciotto_21051
Louis Dominici,Diplomate (E.R.),https://www.whoswho.fr/bio/louis-dominici_21069
Erol Gelenbe,Universitaire,https://www.whoswho.fr/bio/erol-gelenbe_21030
Macha Meril,Comédienne,https://www.whoswho.fr/bio/macha-meril_21064
Alain Perrot,"Architecte, Membre de l'Institut",https://www.whoswho.fr/bio/alain-perrot_21081
Alain Geismar,"Ingénieur des mines, Universitaire, Inspecteur général honoraire de l´Education nationale",https://www.whoswho.fr/bio/alain-geismar_21086
Jean-Pierre Corniou,"Administrateur civil, Dirigeant de société",https://www.whoswho.fr/bio/jean-pierre-corniou_21113
Michel Colardelle,Conservateur général honoraire du patrimoine,https://www.whoswho.fr/bio/michel-colardelle_21084
Richard Berry,Comédien,https://www.whoswho.fr/bio/richard-berry_21083
Pierre Simon,Président de banque,https://www.whoswho.fr/bio/pierre-simon_21090
Dominique Larifla,"Médecin, Homme politique",https://www.whoswho.fr/bio/dominique-larifla_21122
Patrick Mollet-Viéville,Avocat honoraire,https://www.whoswho.fr/bio/patrick-mollet-vieville_21109
Stephan Caron,Sportif,https://www.whoswho.fr/bio/stephan-caron_25345
Emmanuel Rodocanachi,"Administrateur civil (E.R.), Consultant",https://www.whoswho.fr/bio/emmanuel-rodocanachi_25349
Bertrand de Saint Remy,Administrateur de sociétés,https://www.whoswho.fr/bio/bertrand-de-saint-remy_25348
Philippe Castéja,Directeur de société,https://www.whoswho.fr/bio/philippe-casteja_25372
Patrick Pagni,Dirigeant de société,https://www.whoswho.fr/bio/patrick-pagni_21138
Walter Butler,Président de société,https://www.whoswho.fr/bio/walter-butler_21126
Stanislas Cozon,"Inspecteur des finances, Directeur de société",https://www.whoswho.fr/bio/stanislas-cozon_21134
Christine Clerc,"Journaliste, Ecrivain",https://www.whoswho.fr/bio/christine-clerc_21127
Arthur de La Grandière,Directeur de société,https://www.whoswho.fr/bio/arthur-de-la-grandiere_21129
Roman Polanski,"Réalisateur de films, Membre de l'Institut",https://www.whoswho.fr/bio/roman-polanski_21145
William Leymergie,"Journaliste, Producteur de télévision",https://www.whoswho.fr/bio/william-leymergie_25354
Richard Bohringer,"Comédien, Ecrivain, Chanteur",https://www.whoswho.fr/bio/richard-bohringer_21171
Hugues Bedouelle,"Chercheur, Ingénieur en chef des mines",https://www.whoswho.fr/bio/hugues-bedouelle_21133
Michel Platini,"Sportif, Footballeur, Responsable de fédération sportive",https://www.whoswho.fr/bio/michel-platini_21159
Pierre Castillon,Ingénieur,https://www.whoswho.fr/bio/pierre-castillon_21155
Jean-Louis Bourlanges,"Magistrat à la Cour des comptes, Homme politique",https://www.whoswho.fr/bio/jean-louis-bourlanges_21140
Louis Schweitzer,Pasteur,https://www.whoswho.fr/bio/louis-schweitzer_25407
Jean Melchior,"Ingénieur en chef de l´armement (C.R.), Administrateur de sociétés",https://www.whoswho.fr/bio/jean-melchior_21151
Serge Perez,Publicitaire,https://www.whoswho.fr/bio/serge-perez_25377
Jean-Charles Schwartz,"Universitaire, Membre de l'Institut",https://www.whoswho.fr/bio/jean-charles-schwartz_25423
Daniel Grenon,Président de sociétés,https://www.whoswho.fr/bio/daniel-grenon_21149
Jean-Loup Jolivet,Universitaire,https://www.whoswho.fr/bio/jean-loup-jolivet_21166
François Goulard,Homme politique,https://www.whoswho.fr/bio/francois-goulard_21173
Marie-Noëlle Lienemann,"Enseignante, Femme politique",https://www.whoswho.fr/bio/marie-noelle-lienemann_21189
Jean-Arnaud de Lasa,Directeur de société,https://www.whoswho.fr/bio/jean-arnaud-de-lasa_25387
Michel Roger,Haut fonctionnaire,https://www.whoswho.fr/bio/michel-roger_25425
Michel Calvet,Archevêque,https://www.whoswho.fr/bio/michel-calvet_21228
Alain Goulet-Mauboussin,Joaillier,https://www.whoswho.fr/bio/alain-goulet-mauboussin_21178
Olivier Bertin-Mourot,Avocat honoraire,https://www.whoswho.fr/bio/olivier-bertin-mourot_21200
Patrick Gay,Conseiller financier,https://www.whoswho.fr/bio/patrick-gay_21193
Bernard Calvet,"Ingénieur, Président de société",https://www.whoswho.fr/bio/bernard-calvet_21197
Thierry Lajoie,Directeur de société,https://www.whoswho.fr/bio/thierry-lajoie_21194
Roger Balian,"Physicien, Membre de l'Institut",https://www.whoswho.fr/bio/roger-balian_21242
Christiane Letulle-Joly,Notaire honoraire,https://www.whoswho.fr/bio/christiane-letulle-joly_21236
Patrick Buffet,"Ingénieur en chef des mines, Directeur de société",https://www.whoswho.fr/bio/patrick-buffet_21234
William Christie,"Claveciniste, Chef d´orchestre, Musicologue, Enseignant, Membre de l'Institut",https://www.whoswho.fr/bio/william-christie_21243
Alain Marleix,"Journaliste, Homme politique",https://www.whoswho.fr/bio/alain-marleix_21237
Xavier de La Gorce,Haut fonctionnaire,https://www.whoswho.fr/bio/xavier-de-la-gorce_25444
Alain de Monbrison,"Antiquaire, Expert en objets d´art",https://www.whoswho.fr/bio/alain-de-monbrison_21245
Lionel Macaire,Sportif,https://www.whoswho.fr/bio/lionel-macaire_25447
Patrick Baudry,"Astronaute, Pilote d'essais, Colonel de l´armée de l´air",https://www.whoswho.fr/bio/patrick-baudry_21246
Nathalie Baye,Comédienne,https://www.whoswho.fr/bio/nathalie-baye_21302
Marianne Bastid-Bruguière,"Universitaire, Sinologue, Membre de l'Institut",https://www.whoswho.fr/bio/marianne-bastid-bruguiere_21255
Benoît Maes,Ingénieur  en chef des mines,https://www.whoswho.fr/bio/benoit-maes_25448
Albert Rouet,Evêque,https://www.whoswho.fr/bio/albert-rouet_25450
Bruno Chetaille,Président de société,https://www.whoswho.fr/bio/bruno-chetaille_21341
Pierre Chambon,"Universitaire, Chercheur, Membre de l´Institut",https://www.whoswho.fr/bio/pierre-chambon_21270
Françoise Sampermans,Président de société de presse,https://www.whoswho.fr/bio/francoise-sampermans_25460
Serge July,Journaliste,https://www.whoswho.fr/bio/serge-july_21324
Georges Blanc,"Cuisinier, Restaurateur",https://www.whoswho.fr/bio/georges-blanc_21272
Henri Sannier,Journaliste,https://www.whoswho.fr/bio/henri-sannier_25464
Xavier Roulet,Agent de change,https://www.whoswho.fr/bio/xavier-roulet_25452
Henri de Bodinat,Président de sociétés,https://www.whoswho.fr/bio/henri-de-bodinat_21310
Jean-Guy Cuvelier,Administrateur de société,https://www.whoswho.fr/bio/jean-guy-cuvelier_21318
Sylviane Guillaumont,Universitaire,https://www.whoswho.fr/bio/sylviane-guillaumont_21345
Emmanuel Sartorius,Ingénieur général des mines,https://www.whoswho.fr/bio/emmanuel-sartorius_25468
Bernard Kouchner,"Médecin, Homme politique",https://www.whoswho.fr/bio/bernard-kouchner_21325
Alain Bloch,"Ingénieur, Universitaire, Consultant",https://www.whoswho.fr/bio/alain-bloch_21317
Jean-Claude Bourdais,Président de société,https://www.whoswho.fr/bio/jean-claude-bourdais_21269
Jean Ueberschlag,"Chirurgien-dentiste, Homme politique",https://www.whoswho.fr/bio/jean-ueberschlag_21359
Jean-Pierre Euvrard,Président de société,https://www.whoswho.fr/bio/jean-pierre-euvrard_21368
Bernard Cerquiglini,Universitaire,https://www.whoswho.fr/bio/bernard-cerquiglini_21247
Jean Bergeron,Président de société,https://www.whoswho.fr/bio/jean-bergeron_21309
Eddy Mitchell,"Artiste de variétés, Comédien, Ecrivain",https://www.whoswho.fr/bio/eddy-mitchell_21351
Philippe Dartevelle,Chirurgien,https://www.whoswho.fr/bio/philippe-dartevelle_25478
Catherine Nay,Journaliste,https://www.whoswho.fr/bio/catherine-nay_21328
Dominique Strauss-Kahn,"Universitaire, Avocat, Homme politique, Président de sociétés",https://www.whoswho.fr/bio/dominique-strauss-kahn_21333
Axel Leblois,Directeur de société,https://www.whoswho.fr/bio/axel-leblois_21350
Olivier Massart,Organisateur de festivités,https://www.whoswho.fr/bio/olivier-massart_25476
Patrice Queneau,"Médecin, Universitaire",https://www.whoswho.fr/bio/patrice-queneau_21379
Jean-Michel Jarre,"Compositeur de musique, Concepteur de spectacles",https://www.whoswho.fr/bio/jean-michel-jarre_21373
Emile Zuccarelli,"Directeur de société, Homme politique",https://www.whoswho.fr/bio/emile-zuccarelli_21385
Pierre Nora,"Historien, Editeur, Membre de l'Académie française",https://www.whoswho.fr/bio/pierre-nora_21376
Hélène Carrère d'Encausse,"Universitaire, Historienne, Membre de l´Académie française, Femme politique",https://www.whoswho.fr/bio/helene-carrere-d-encausse_21388
Pascal Vouhé,"Chirurgien, Universitaire",https://www.whoswho.fr/bio/pascal-vouhe_25482
Barbara Hendricks,Cantatrice,https://www.whoswho.fr/bio/barbara-hendricks_21390
Daniel Amar,Administrateur de sociétés,https://www.whoswho.fr/bio/daniel-amar_21386
Bernard-Henri Lévy,"Ecrivain, Philosophe",https://www.whoswho.fr/bio/bernard-henri-levy_21394
Patrick Houël,Administrateur de sociétés,https://www.whoswho.fr/bio/patrick-houel_21412
Henri Nijdam,"Président de sociétés, Editeur de presse",https://www.whoswho.fr/bio/henri-nijdam_21396
Régis Bello,Directeur de société,https://www.whoswho.fr/bio/regis-bello_25489
Frédéric Mitterrand,"Animateur d'émissions de radio et de télévision, Homme politique, Membre de l'Institut",https://www.whoswho.fr/bio/frederic-mitterrand_21405
Philippe Knusmann,Haut fonctionnaire,https://www.whoswho.fr/bio/philippe-knusmann_21415
Nicolas Boissonnas,Administrateur de sociétés,https://www.whoswho.fr/bio/nicolas-boissonnas_25512
Gérard Kuster,"Cadre de société, Homme politique",https://www.whoswho.fr/bio/gerard-kuster_21473
Raymond Depardon,"Photographe, Cinéaste",https://www.whoswho.fr/bio/raymond-depardon_21447
Jean-Paul Charlez,Directeur des ressources humaines,https://www.whoswho.fr/bio/jean-paul-charlez_25526
Patrick Dubois,Administrateur de société,https://www.whoswho.fr/bio/patrick-dubois_21467
Jean-François Hebert,Magistrat à la Cour des comptes,https://www.whoswho.fr/bio/jean-francois-hebert_21451
Michel de Tapol,Responsable associatif,https://www.whoswho.fr/bio/michel-de-tapol_21461
Jean-Claude Hassan,Membre du Conseil d´Etat,https://www.whoswho.fr/bio/jean-claude-hassan_21431
Julien Clerc,"Chanteur, Compositeur",https://www.whoswho.fr/bio/julien-clerc_21407
Jean-Claude Gallotta,Chorégraphe,https://www.whoswho.fr/bio/jean-claude-gallotta_21450
Didier Lecoanet,Couturier,https://www.whoswho.fr/bio/didier-lecoanet_25516
Yves Barou,"Ingénieur, Président d'organisme professionnel",https://www.whoswho.fr/bio/yves-barou_25511
Denis Zervudacki,Président de société,https://www.whoswho.fr/bio/denis-zervudacki_21463
Ivan Levaï,Journaliste,https://www.whoswho.fr/bio/ivan-levai_21435
Jean-François Girard,"Médecin, Membre du Conseil d'Etat",https://www.whoswho.fr/bio/jean-francois-girard_21470
Patrice Allain-Dupré,Président de sociétés,https://www.whoswho.fr/bio/patrice-allain-dupre_25505
Jean-Paul Vermès,"Président de société, Responsable d´organisme professionnel",https://www.whoswho.fr/bio/jean-paul-vermes_25527
Leslie Caron,"Danseuse, Comédienne",https://www.whoswho.fr/bio/leslie-caron_21485
Christophe Charpentier,Président de société,https://www.whoswho.fr/bio/christophe-charpentier_25528
Xavier Greffe,Universitaire,https://www.whoswho.fr/bio/xavier-greffe_21489
Nicole Le Douarin,"Chercheur, Membre de l´Institut, Professeur honoraire au Collège de France",https://www.whoswho.fr/bio/nicole-le-douarin_21493
Gilles Tugendhat,Président de société,https://www.whoswho.fr/bio/gilles-tugendhat_21498
Philippe de Villiers de Saintignon,"Administrateur civil, Homme politique, Ecrivain",https://www.whoswho.fr/bio/philippe-de-villiers-de-saintignon_21516
Anne Sinclair,"Journaliste, Productrice de télévision",https://www.whoswho.fr/bio/anne-sinclair_21514
Jean-Jacques Uettwiller,Avocat,https://www.whoswho.fr/bio/jean-jacques-uettwiller_25531
Xavier Larnaudie-Eiffel,"Administrateur civil, Directeur de société d'assurances",https://www.whoswho.fr/bio/xavier-larnaudie-eiffel_21544
Fanny Ardant,Comédienne,https://www.whoswho.fr/bio/fanny-ardant_21501
Michel Braudeau,"Journaliste, Homme de lettres",https://www.whoswho.fr/bio/michel-braudeau_21519
